time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1757701364.36419988,0.01221933,11891,0.00034456,0.00000000,0,0.00000000,7964,7935,40,0.00039622
1757701364.46434474,0.00903071,11685,0.00013000,0.00000000,0,0.00000000,7935,7958,36,0.00031577
1757701364.56360936,0.00733322,11523,0.00015294,0.00000000,0,0.00000000,7958,7987,47,0.00065959
1757701364.66367865,0.01252386,11325,0.00019651,0.00000000,0,0.00000000,7987,7999,42,0.00039228
1757701364.76419830,0.00670747,11371,0.00019309,0.00000000,0,0.00000000,7999,8008,38,0.00058621
1757701364.86453724,0.00673506,11054,0.00014322,0.00000000,0,0.00000000,8008,8023,29,0.00040166
1757701364.96436214,0.00727755,10783,0.00032305,0.00000000,0,0.00000000,8023,8012,37,0.00053629
1757701365.06379938,0.00678759,10564,0.00027271,0.00000000,0,0.00000000,8012,7982,29,0.00060828
1757701365.16364694,0.00754104,10525,0.00012480,0.00000000,0,0.00000000,7982,8000,36,0.00026705
1757701365.26360822,0.00675248,10105,0.00013691,0.00000000,0,0.00000000,8000,8033,41,0.00036262
1757701365.36427522,0.00652609,9593,0.00011215,0.00000000,0,0.00000000,8033,8054,35,0.00039090
1757701365.46362686,0.00786288,9570,0.00019366,0.00000000,0,0.00000000,8054,8045,38,0.00048867
1757701365.56425977,0.00566307,8991,0.00015337,0.00000000,0,0.00000000,8045,8051,41,0.00045670
1757701365.66420460,0.00508613,8719,0.00018569,0.00000000,0,0.00000000,8051,8033,46,0.00042838
1757701365.76419067,0.00621861,8826,0.00016057,0.00000000,0,0.00000000,8033,8038,39,0.00052544
1757701365.86354899,0.00903080,8649,0.00010624,0.00000000,0,0.00000000,8038,8059,32,0.00027683
1757701365.96368670,0.00550650,8387,0.00011989,0.00000000,0,0.00000000,8059,8069,34,0.00037211
1757701366.06362820,0.00735310,8601,0.00011113,0.00000000,0,0.00000000,8069,8093,35,0.00037014
1757701366.16423035,0.00622331,9082,0.00013121,0.00000000,0,0.00000000,8093,8098,31,0.00029203
1757701366.26374435,0.00803494,9493,0.00015942,0.00000000,0,0.00000000,8098,8100,42,0.00031332
1757701366.36366820,0.00672012,9956,0.00019685,0.00000000,0,0.00000000,8100,8107,50,0.00025470
1757701366.46426773,0.00715949,10243,0.00023814,0.00000000,0,0.00000000,8107,8128,52,0.00037198
1757701366.56366730,0.00703479,10182,0.00065424,0.00000000,0,0.00000000,8128,8150,38,0.00028199
1757701366.66359663,0.00580824,10475,0.00018954,0.00000000,0,0.00000000,8150,8179,50,0.00028952
1757701366.76423430,0.00665875,10601,0.00018489,0.00000000,0,0.00000000,8179,8197,41,0.00037531
1757701366.86426663,0.00944409,10342,0.00016785,0.00000000,0,0.00000000,8197,8211,38,0.00036162
1757701366.96421766,0.00925405,10321,0.00021281,0.00000000,0,0.00000000,8211,8229,45,0.00030500
1757701367.06464362,0.00793050,10483,0.00021380,0.00000000,0,0.00000000,8229,8234,47,0.00044295
1757701367.16368008,0.00749107,10362,0.00012967,0.00000000,0,0.00000000,8234,8256,36,0.00032125
1757701367.26361418,0.00893885,10510,0.00103317,0.00000000,0,0.00000000,8256,7603,46,0.00050099
1757701367.36427426,0.00767855,10478,0.00018329,0.00000000,0,0.00000000,7603,7645,51,0.00029830
1757701367.46365571,0.00618068,10628,0.00021664,0.00000000,0,0.00000000,7645,7674,47,0.00049462
1757701367.56426668,0.01019658,10351,0.00034614,0.0
